Store No,Opportunity Est Date,Product,Opportunity ID,Opportunity Name,Project_Status,Opportunity_Status, Opportunity Usage ,Opportunity Stage
19797619,22/07/2019,Support: SQL Migrations,Su14843,Managed disks migration,Inactive,Completed,"3,000",Stage 1
90606141,25/09/2019,Support: Deep learning,Su14844,Managed disks migration,Active,In Progress,"25,000",Stage 5
23636522,31/05/2019,Support: Business Intelligence,Su14845,App Sprint,Inactive,In Progress,"5,000",Stage 0
84848124,09/09/2019,Support: SQL Migrations,Su14846,phase of migration,Active,Completed,"2,000",Stage 3
37272619,03/06/2019,Support: Business Intelligence,Su14847,phase of migration,Active,In Progress,"3,413",Stage 5
72828522,08/01/2018,Support: SQL Migrations,Su14848,Accuvate initial work,Inactive,In Progress,"10,000",Stage 0
49898165,30/06/2018,Support: Accelerators,Su14849,Managed Service ,Active,In Progress,273,Stage 1
23232162,26/07/2019,Support: Accelerators,Su14850,Managed Instance,Active,In Progress,"4,000",Stage 1
28585106,03/08/2018,Support: Modern Data Warehouse,Su14851,Acceleration in Projects,Active,In Progress,"9,555",Stage 2
41010143,07/02/2018,Support: Cognitive Services,Su14852,Managed disks migration,Active,Blocked,"10,000",Stage 5
55252101,31/05/2019,Support: Big Data,Su14853,Acceleration in Projects,Active,In Progress,"5,000",Stage 1
62323967,25/05/2018,Support: Modern Data Warehouse,Su14854,phase of migration,Active,In Progress,"2,750",Stage 4
65151132,23/06/2019,Support: Modern Data Warehouse,Su14855, Back Up And DR,Active,In Progress,"6,825",Stage 3
45353143,21/01/2019,Support: Big Data,Su14856,Phase of Data Migration,Active,In Progress,"5,000",Stage 4
81414521,30/04/2019,Support: Modern Data Warehouse,Su14857,App Migration,Inactive,Completed,"10,320",Stage 3
3333165,01/01/2019,Support: SQL Migrations,Su14858,Acceleration Transfer,Inactive,In Progress,"10,000",Stage 3
98989124,29/06/2018,Support: Accelerators,Su14859,Managed disks migration,Inactive,Completed,"5,000",Stage 5
95353119,01/08/2018,Support: SQL Migrations,Su14860,Client onboarding,Inactive,Blocked,"-2,730",Stage 4
55252101,15/12/2017,Support: SQL Migrations,Su14861,Manufacturing Images,Active,In Progress,100,Stage 1
46363184,28/03/2019,Support: Bots,Su14862,phase projects,Active,Completed,"50,000",Stage 2
1010124,29/11/2018,Support: Deep learning,Su14863,Managed Instance,Inactive,In Progress,"1,500",Stage 5
99696211,07/10/2019,Support: Big Data,Su14864,Manufacturing Images,Active,In Progress,"25,000",Stage 0
68080959,10/06/2019,Support: EoT Central,Su14865,default method for experimentation,Inactive,In Progress,"1,000",Stage 5
97878594,11/08/2019,Support: Machine Learning,Su14866,Managed Disk implementation,Active,In Progress,"25,000",Stage 2
46868521,30/06/2019,Support:  Mining,Su14867,App production,Inactive,Completed,"6,825",Stage 1
25555521,30/06/2019,Support: Modern Data Warehouse,Su14868,Manufacturing Images,Inactive,In Progress,"30,000",Stage 5
78888604,01/04/2019,Support: SQL Migrations,Su14869,phase projects,Inactive,In Progress,"10,000",Stage 3
63333112,19/03/2019,Support: Azure Databricks,Su14870,Managed disks migration,Active,In Progress,683,Stage 0
55656521,20/04/2018,Support: SQL Migrations,Su14871,default method for experimentation,-,-,500,Stage 0
80707184,27/03/2019,Support: Database Management,Su14872,Account set up,Active,In Progress,"3,000",Stage 1
67676520,29/04/2020,Support: Big Data,Su14873,phase of migration,Inactive,In Progress,"50,000",Stage 4
98181961,01/01/2019,Support: Business Intelligence,Su14874,phase projects,Inactive,In Progress,"5,000",Stage 2
69797108,13/06/2018,Support: Big Data,Su14875,Achieve Storage,Active,In Progress,"-10,000",Stage 2
71414953,01/01/2019,Support: Big Data,Su14876,Managed Disks,Inactive,Completed,"13,899",Stage 0
61919160,17/07/2019,Support: Big Data,Su14877,Achieve Storage,Active,In Progress,683,Stage 3
41313520,15/04/2019,Support: VMAs,Su14878,default method for experimentation,Inactive,Completed,"6,505",Stage 2
85555153,01/04/2019,Support: Business Intelligence,Su14879,Managed Instance,Inactive,Completed,"5,500",Stage 1
67777212,31/10/2018,Support: Machine Learning,Su14880,Managed Disk implementation,Inactive,In Progress,500,Stage 0
78989797,11/02/2019,Support: SQL Migrations,Su14881,Managed Instance,Active,In Progress,"1,000",Stage 4
82525143,30/08/2019,Support: SQL Migrations,Su14882,Accuvate initial work,Active,In Progress,"12,500",Stage 1
58080144,30/04/2019,Support: Big Data,Su14883,Acceleration in Projects,Active,In Progress,"4,095",Stage 1
30707619,01/08/2019,Support: Bots,Su14884,ACT Premium enabled,Active,Blocked,"12,063",Stage 3
30606604,01/06/2018,Support: Cognitive Services,Su14885,Managed Instance,-,-,50,Stage 4
58484165,23/06/2019,Support: Big Data,Su14886,App Migration,Active,In Progress,"4,095",Stage 3
74848132,01/08/2018,Support: VMAs,Su14887, Back Up And DR,Inactive,In Progress,"2,000",Stage 0
49797521,25/02/2019,Support: Big Data,Su14888,phase rollout,Active,In Progress,"1,345",Stage 2
91818594,30/09/2018,Support: Business Intelligence,Su14889,Client onboarding,Inactive,Completed,"2,730",Stage 4
71515614,27/03/2019,Support: Bots,Su14890,Account set up,Inactive,Completed,"5,000",Stage 1
74242614,03/06/2019,Support: Big Data,Su14891,Phase of Data Migration,Active,In Progress,"2,730",Stage 4
50303109,21/07/2020,Support: VMAs,Su14892,Achieve Storage,Inactive,Completed,"10,000",Stage 1
70404109,29/08/2018,Support: Modern Data Warehouse,Su14893,Managed disks migration,Active,In Progress,"5,000",Stage 2
55252101,31/10/2017,Support: SQL Migrations,Su14894,phase projects,Active,Completed,"5,000",Stage 3
4545136,30/08/2018,Support: Modern Data Warehouse,Su14895,Managed Service ,Active,In Progress,"5,000",Stage 5
79797604,31/08/2018,Support: SQL Migrations,Su14896,Account set up,Active,In Progress,500,Stage 2
83232144,22/08/2019,Support: Modern Data Warehouse,Su14897,App production,Active,Completed,"2,000",Stage 5
75858109,30/11/2019,Support: Cosmos DB,Su14898,Access to All users,Inactive,In Progress,"13,650",Stage 2
78484937,29/03/2019,Support: Modern Data Warehouse,Su14899,Acceleration in Projects,Inactive,Completed,"13,650",Stage 4
95353119,30/06/2019,Support: Modern Data Warehouse,Su14900,App production,Active,In Progress,"2,730",Stage 3
2020106,15/11/2018,Support: Cognitive Services,Su14901,ACT Premium enabled,Active,In Progress,"1,000",Stage 3
55252101,28/02/2019,Support: Azure Databricks,Su14902,Phase of Data Migration,Active,In Progress,"1,500",Stage 5
85555144,30/09/2019,Support: Cognitive Services,Su14903,Acceleration in Projects,Active,Completed,"1,000",Stage 3
97878594,09/12/2018,Support: Cosmos DB,Su14904,default method for experimentation,Inactive,Completed,"-1,365",Stage 0
67676520,31/10/2018,Support: Modern Data Warehouse,Su14905,Phase of Data Migration,Active,In Progress,"2,000",Stage 0
41313520,31/05/2019,Support: Azure Databricks,Su14906,respond to RFPA,Inactive,Completed,"7,477",Stage 3
46868521,14/05/2019,Support: Analytics,Su14907,Managed disks migration,Active,In Progress,600,Stage 3
28282143,28/06/2019,Support: Cognitive Services,Su14908,Acceleration in Projects,Active,In Progress,"50,000",Stage 0
69898614,06/07/2018,Support: Modern Data Warehouse,Su14909,ACT Premium enabled,Active,In Progress,"1,365",Stage 3
72828522,30/04/2018,Support: Modern Data Warehouse,Su14910,App Migration,Active,In Progress,"2,000",Stage 3
51717109,31/07/2018,Support: Accelerators,Su14911,Phase of Data Migration,Active,In Progress,"2,000",Stage 5
55252101,31/10/2018,Support: Modern Data Warehouse,Su14912,Managed Disks,Inactive,Completed,"1,000",Stage 5
8686522,13/12/2019,Support: Modern Data Warehouse,Su14913,Managed Service ,Active,In Progress,"7,500",Stage 1
98585975,10/06/2019,Support: Cosmos DB,Su14914,App Sprint,Active,In Progress,"1,706",Stage 2
99696211,06/08/2018,Support: Cognitive Services,Su14915,Managed Disk implementation,Active,In Progress,"5,000",Stage 0
34949522,31/05/2019,Support: Big Data,Su14916,Managed disks migration,Active,In Progress,"13,650",Stage 3
55252101,10/10/2017,Support: Big Data,Su14917,Managed disks migration,Active,Completed,"1,773",Stage 5
48585111,15/02/2019,Support: SQL Migrations,Su14918,Access to All users,Active,In Progress,"5,000",Stage 1
3838966,28/03/2019,Support: Bots,Su14919,App production,Active,Completed,"5,000",Stage 0
22525968,31/05/2018,Support: Modern Data Warehouse,Su14920,phase projects,Inactive,Completed,"4,000",Stage 3
19292522,30/09/2019,Support: Cosmos DB,Su14921,Acceleration Transfer,Active,In Progress,"5,000",Stage 4
78989797,30/11/2018,Support: Accelerators,Su14922,default method for experimentation,-,-,956,Stage 0
72626521,19/08/2019,Support: SQL Migrations,Su14923,App Migration,Active,In Progress,"10,000",Stage 4
83737161,18/04/2018,Support: Big Data,Su14924,Client onboarding,Active,In Progress,200,Stage 0
22525115,31/12/2018,Support: Cosmos DB,Su14925,Acceleration Transfer,Active,In Progress,"1,000",Stage 5
27575106,31/07/2019,Support:  Mining,Su14926,Managed Service ,Active,In Progress,"10,000",Stage 0
37878111,01/01/2019,Support: Machine Learning,Su14927,App Sprint,Active,In Progress,500,Stage 4
80303521,17/01/2019,Support: Big Data,Su14928,Managed Disk implementation,-,-,"4,000",Stage 4
72424520,29/03/2019,Support: VMAs,Su14929,Accuvate initial work,Inactive,In Progress,"2,730",Stage 4
81414521,03/10/2018,Support: Bots,Su14930,phase rollout,Inactive,Blocked,"8,662",Stage 1
99696211,16/12/2019,Support: Machine Learning,Su14931,Managed Instance,Active,In Progress,"50,000",Stage 0
97171523,20/05/2019,Support: Analytics,Su14932,Acceleration in Projects,Inactive,In Progress,500,Stage 1
13131147,30/11/2018,Support: SQL Migrations,Su14933,Achieve Storage,Active,In Progress,"1,220",Stage 2
94545603,28/09/2018,Support: Modern Data Warehouse,Su14934,Acceleration in Projects,Inactive,In Progress,"40,000",Stage 2
61919160,26/04/2018,Support: Big Data,Su14935,Acceleration in Projects,Active,In Progress,"4,000",Stage 1
8686522,31/12/2019,Support: Bots,Su14936,App Sprint,Active,In Progress,"2,000",Stage 1
79292522,14/12/2018,Support: Cosmos DB,Su14937,Accuvate initial work,Active,In Progress,"6,000",Stage 5
10808965,05/08/2019,Support: Bots,Su14938,phase projects,Active,In Progress,"1,000",Stage 5
71616520,31/03/2019,Support: Modern Data Warehouse,Su14939,Managed Instance,Active,In Progress,"5,500",Stage 3
72828522,30/11/2018,Support: SQL Migrations,Su14940,ACT Premium enabled,Active,In Progress,"20,000",Stage 5
74242614,17/02/2019,Support: Big Data,Su14941,phase projects,Active,In Progress,"15,000",Stage 2
58585974,04/03/2019,Support: Database Management,Su14942,Access to All users,Active,In Progress,"4,000",Stage 3
13737882,08/12/2018,Support: Big Data,Su14943,Phase of Data Migration,Inactive,In Progress,"2,000",Stage 4
49898165,15/05/2019,Support: SQL Migrations,Su14944,Achieve Storage,Inactive,In Progress,"15,000",Stage 4
32929524,25/02/2019,Support: Accelerators,Su14945,Access to All users,Active,In Progress,"12,000",Stage 0
22525115,01/12/2018,Support: SQL Migrations,Su14946,Account setup,Inactive,In Progress,"1,000",Stage 4
8383524,30/06/2019,Support: Analytics,Su14947,App Sprint,Inactive,In Progress,"1,000",Stage 1
70909614,26/04/2019,Support: Cognitive Services,Su14948,Manufacturing Images,Active,In Progress,683,Stage 1
95353119,31/03/2019,Support: VMAs,Su14949,respond to RFPA,Inactive,In Progress,"13,490",Stage 3
19292522,28/06/2019,Support: Azure Databricks,Su14950,Account setup,Active,In Progress,"5,000",Stage 5
17878127,20/05/2019,Support: Big Data,Su14951,App Sprint,Active,In Progress,683,Stage 5
79292960,31/07/2019,Support: Azure Databricks,Su14952,Account setup,Active,In Progress,"1,365",Stage 0
74848132,03/06/2019,Support: Modern Data Warehouse,Su14953,phase of migration,Active,In Progress,"1,450",Stage 0
42121111,15/02/2019,Support: Modern Data Warehouse,Su14954, Back Up And DR,Active,In Progress,"10,795",Stage 4
8686141,09/04/2019,Support: Bots,Su14955,Access to All users,Active,In Progress,"2,321",Stage 0
72020165,29/03/2019,Support: Business Intelligence,Su14956,Account setup,Inactive,In Progress,"1,365",Stage 3
53535951,31/10/2019,Support: SQL Migrations,Su14957,Managed Service ,Inactive,In Progress,"1,000",Stage 5
31515815,03/07/2018,Support: Modern Data Warehouse,Su14958,Acceleration Transfer,Active,In Progress,"1,000",Stage 4
25858845,07/08/2019,Support: Modern Data Warehouse,Su14959,respond to RFPA,Inactive,In Progress,"6,000",Stage 3
23232619,10/08/2018,Support: SQL Migrations,Su14960,respond to RFPA,Active,In Progress,"1,200",Stage 4
99696211,30/04/2018,Support: Modern Data Warehouse,Su14961,App Sprint,Inactive,Completed,"7,185",Stage 5
63232104,31/12/2018,Support: SQL Migrations,Su14962,Account set up,Active,Completed,"5,000",Stage 4
38686957,31/12/2018,Support: Modern Data Warehouse,Su14963,Accuvate initial work,Active,In Progress,"5,000",Stage 2
97979881,28/02/2018,Support: Cosmos DB,Su14964,Managed Instance,Active,In Progress,"2,000",Stage 2
98989211,31/01/2018,Support: SQL Migrations,Su14965,default method for experimentation,Active,In Progress,"1,365",Stage 3
49797521,26/04/2018,Support: Cognitive Services,Su14966,Acceleration in Projects,Inactive,In Progress,"3,460",Stage 3
70404109,30/06/2019,Support: SQL Migrations,Su14967,Account set up,Active,In Progress,"2,000",Stage 2
54949520,01/06/2018,Support: Cognitive Services,Su14968,Managed Disk implementation,Inactive,In Progress,"1,365",Stage 2
48787954,15/04/2019,Support: Accelerators,Su14969,Account setup,Active,In Progress,"1,000",Stage 3
95656127,31/07/2018,Support: VMAs,Su14970,Manufacturing Images,Active,In Progress,100,Stage 2
97171523,30/04/2019,Support: Accelerators,Su14971,Managed Disk implementation,Active,In Progress,"1,000",Stage 4
25555521,03/09/2018,Support: Big Data,Su14972,phase rollout,Inactive,In Progress,"2,000",Stage 2
31515815,04/08/2019,Support: Modern Data Warehouse,Su14973,App Sprint,Active,Completed,"1,000",Stage 3
41010143,25/01/2018,Support: Cognitive Services,Su14974,Acceleration in Projects,Active,In Progress,"12,000",Stage 1
70202603,28/02/2019,Support: Azure Databricks,Su14975,phase projects,Inactive,In Progress,"5,000",Stage 5
40606134,28/05/2018,Support: Accelerators,Su14976,Acceleration in Projects,Active,In Progress,"2,000",Stage 2
68181520,25/01/2019,Support: SQL Migrations,Su14977,Managed Disk implementation,Inactive,In Progress,"1,365",Stage 5
6464845,23/04/2019,Support: Cosmos DB,Su14978,Phase of Data Migration,Inactive,Completed,"-40,000",Stage 0
70202603,21/01/2019,Support: Modern Data Warehouse,Su14979,App production,Active,In Progress,"6,825",Stage 3
66363165,17/07/2019,Support: Cognitive Services,Su14980,Manufacturing Images,Inactive,In Progress,"2,048",Stage 3
53939152,31/12/2018,Support: SQL Migrations,Su14981,phase of migration,Active,In Progress,"5,000",Stage 4
67676520,31/01/2019,Support: SQL Migrations,Su14982,App production,Inactive,In Progress,"1,001",Stage 0
28585106,31/05/2019,Support: SQL Migrations,Su14983,Managed Service ,Active,In Progress,"2,730",Stage 0
8686141,29/03/2018,Support: Modern Data Warehouse,Su14984,Managed Disks,Active,In Progress,"1,365",Stage 2
25757967,31/05/2019,Support: SQL Migrations,Su14985, Back Up And DR,Inactive,In Progress,"2,000",Stage 0
55252101,31/05/2018,Support: Modern Data Warehouse,Su14986,phase rollout,Inactive,In Progress,"2,000",Stage 1
78787111,31/03/2019,Support: Cosmos DB,Su14987,Client onboarding,-,-,80,Stage 5
67777212,15/11/2020,Support: Big Data,Su14988,respond to RFPA,Inactive,Completed,"50,000",Stage 5
91111603,30/06/2019,Support: Accelerators,Su14989,Client onboarding,Active,In Progress,"1,000",Stage 3
48787954,25/03/2019,Support: SQL Migrations,Su14990,phase projects,Active,Completed,"7,500",Stage 4
69393112,26/07/2019,Support: Big Data,Su14991,Managed Service ,Active,In Progress,"27,300",Stage 3
47272619,23/09/2019,Support: Cognitive Services,Su14992,Access to All users,Inactive,In Progress,"2,500",Stage 3
40606134,01/05/2019,Support: SQL Migrations,Su14993,Managed Service ,Inactive,Completed,"5,000",Stage 4
97171523,31/07/2019,Support: Cognitive Services,Su14994,ACT Premium enabled,Inactive,In Progress,"4,000",Stage 0
62222129,01/05/2019,Support: SQL Migrations,Su14995,Managed Instance,Active,In Progress,200,Stage 0
83737153,19/11/2018,Support: Modern Data Warehouse,Su14996,default method for experimentation,Inactive,In Progress,"3,000",Stage 1
84242119,24/01/2019,Support: Accelerators,Su14997,phase of migration,Active,In Progress,"1,000",Stage 0
84343952,31/01/2018,Support: Big Data,Su14998,Acceleration in Projects,Active,In Progress,"1,000",Stage 0
35858152,01/03/2018,Support: Accelerators,Su14999, Back Up And DR,Inactive,In Progress,478,Stage 5
38686966,31/03/2018,Support: Accelerators,Su15000,Account set up,Inactive,Completed,137,Stage 3
58484165,31/03/2019,Support: Azure Databricks,Su15001,Managed disks migration,Inactive,In Progress,"1,000",Stage 3
32626963,08/02/2018,Support: SQL Migrations,Su15002,Accuvate initial work,Active,In Progress,"1,000",Stage 4
28686156,10/07/2018,Support: SQL Migrations,Su15003,App Migration,Inactive,In Progress,"5,000",Stage 3
12727521,01/01/2020,Support: SQL Migrations,Su15004,Acceleration in Projects,Active,In Progress,"10,000",Stage 1
50909134,01/05/2018,Support: SQL Migrations,Su15005,App Migration,-,-,"9,750",Stage 2
83232144,28/03/2018,Support: Modern Data Warehouse,Su15006,Managed Disks,Active,In Progress,573,Stage 5
89393974,25/02/2019,Support: Big Data,Su15007,phase rollout,Active,In Progress,"60,000",Stage 0
54343132,28/02/2018,Support: Big Data,Su15008,App Migration,Inactive,Blocked,"14,399",Stage 3
17676521,17/06/2019,Support: Big Data,Su15009,phase rollout,Inactive,Completed,"-10,920",Stage 2
83737161,11/11/2018,Support: SQL Migrations,Su15010,phase of migration,Inactive,Blocked,"5,000",Stage 2
55252101,30/06/2018,Support: Accelerators,Su15011,Accuvate initial work,Active,Completed,"2,000",Stage 2
44949942,25/10/2019,Support: Accelerators,Su15012,Managed Disk implementation,Active,In Progress,"1,365",Stage 0
82525143,31/05/2019,Support: Database Management,Su15013,Manufacturing Images,Active,In Progress,"1,800",Stage 3
98080522,31/05/2019,Support: Big Data,Su15014,App Sprint,Inactive,In Progress,"4,095",Stage 5
30606604,31/05/2019,Support: Analytics,Su15015,Acceleration in Projects,Inactive,Blocked,"5,000",Stage 5
99494881,01/02/2018,Support: Big Data,Su15016,App production,Inactive,In Progress,"1,000",Stage 5
71414953,20/05/2019,Support: Modern Data Warehouse,Su15017,Managed Instance,Inactive,In Progress,683,Stage 1
89393970,01/02/2019,Support: SQL Migrations,Su15018,Phase of Data Migration,Inactive,In Progress,"1,000",Stage 2
99696211,12/06/2018,Support: Cognitive Services,Su15019,Acceleration in Projects,Inactive,In Progress,"1,000",Stage 3
97171523,02/10/2017,Support: SQL Migrations,Su15020,phase projects,Active,In Progress,"1,638",Stage 0
30707522,12/08/2019,Support: Modern Data Warehouse,Su15021,Managed Disks,Active,Blocked,"1,000",Stage 3
90404603,11/03/2019,Support: Big Data,Su15022,Account set up,Inactive,Completed,"2,730",Stage 3
20909845,02/04/2019,Support: Business Intelligence,Su15023,App Migration,Inactive,In Progress,"7,500",Stage 2
72828522,27/04/2018,Support: SQL Migrations,Su15024,respond to RFPA,Active,In Progress,"10,000",Stage 4
30606604,30/06/2019,Support: Bots,Su15025,Accuvate initial work,Active,In Progress,"1,000",Stage 3
38787160,31/05/2019,Support: Big Data,Su15026,Achieve Storage,Active,In Progress,"6,825",Stage 3
63131124,03/06/2019,Support: Business Intelligence,Su15027,respond to RFPA,Inactive,In Progress,"10,000",Stage 0
30707619,08/04/2019,Support: Big Data,Su15028,Access to All users,Active,In Progress,"2,730",Stage 0
78787111,17/06/2019,Support: SQL Migrations,Su15029,Manufacturing Images,Inactive,In Progress,"25,000",Stage 1
97575124,28/02/2018,Support: Modern Data Warehouse,Su15030,Manufacturing Images,Active,In Progress,500,Stage 1
78484119,01/04/2019,Support: Business Intelligence,Su15031,Achieve Storage,Inactive,In Progress,"2,500",Stage 3
48585111,30/09/2019,Support: Big Data,Su15032,Achieve Storage,-,-,"5,000",Stage 3
30303520,05/08/2019,Support: Big Data,Su15033,Achieve Storage,-,-,"50,000",Stage 3
67676520,30/05/2019,Support: SQL Migrations,Su15034,Manufacturing Images,Inactive,In Progress,"3,000",Stage 1
99696211,22/08/2019,Support: Big Data,Su15035,Managed Disks,Active,In Progress,"15,000",Stage 0
92525956,30/06/2019,Support: Cosmos DB,Su15036,Managed Disks,Inactive,In Progress,"5,000",Stage 2
85555172,21/12/2018,Support: Modern Data Warehouse,Su15037,phase of migration,Inactive,Completed,"10,059",Stage 5
64747111,18/10/2018,Support: Big Data,Su15038,Acceleration Transfer,Inactive,In Progress,"1,365",Stage 4
93939108,30/11/2018,Support: Bots,Su15039,Managed disks migration,Inactive,In Progress,137,Stage 3
98888105,30/05/2018,Support: SQL Migrations,Su15040,phase rollout,Active,Completed,"6,969",Stage 0
45555157,31/12/2018,Support: SQL Migrations,Su15041,Managed Disks,Active,In Progress,"5,000",Stage 5
72828522,28/06/2018,Support: SQL Migrations,Su15042,phase rollout,Active,Completed,"10,000",Stage 3
54343604,01/07/2019,Support: VMAs,Su15043,default method for experimentation,Inactive,In Progress,"5,000",Stage 2
75858109,30/04/2019,Support: Cognitive Services,Su15044,Managed disks migration,Active,In Progress,"3,000",Stage 1
19292522,31/01/2019,Support: Cosmos DB,Su15045,Managed Service ,Inactive,Completed,"10,000",Stage 2
8383524,31/08/2018,Support: EoT Central,Su15046,ACT Premium enabled,Active,In Progress,"1,110",Stage 2
80707184,27/04/2018,Support: Big Data,Su15047,phase rollout,Active,In Progress,"2,000",Stage 1
22525845,30/06/2019,Support: Customer Care,Su15048,phase of migration,Inactive,Completed,"1,365",Stage 3
63636160,30/06/2019,Support: Big Data,Su15049,Account set up,-,-,"150,000",Stage 4
95353119,30/11/2018,Support: Big Data,Su15050,Client onboarding,Active,In Progress,"2,048",Stage 5
26060124,31/10/2018,Support: Accelerators,Su15051,Managed Disks,Active,Completed,150,Stage 2
93030968,02/07/2018,Support: Big Data,Su15052,respond to RFPA,Active,In Progress,"20,000",Stage 5
18484129,30/06/2019,Support: SQL Migrations,Su15053,Accuvate initial work,Inactive,In Progress,"3,500",Stage 4
45353143,31/07/2017,Support: Accelerators,Su15054,Access to All users,Inactive,In Progress,137,Stage 3
84848594,30/09/2017,Support: Big Data,Su15055,Account setup,Inactive,Blocked,50,Stage 2
86060129,30/08/2019,Support: SQL Migrations,Su15056,phase projects,Inactive,In Progress,"5,000",Stage 0
79292522,31/05/2018,Support: Big Data,Su15057,Acceleration in Projects,Active,In Progress,"1,024",Stage 5
27575845,30/09/2019,Support: Customer Care,Su15058,Account set up,Active,In Progress,"2,000",Stage 5
98080522,26/06/2020,Support: SQL Migrations,Su15059,Accuvate initial work,Active,In Progress,"17,063",Stage 3
93030968,06/06/2019,Support: SQL Migrations,Su15060,Managed disks migration,Active,Blocked,"1,000",Stage 2
303143,30/01/2019,Support: Big Data,Su15061,Acceleration Transfer,Inactive,In Progress,"5,000",Stage 1
55858521,30/04/2019,Support: Big Data,Su15062,Access to All users,Active,In Progress,"1,500",Stage 2
95555108,16/07/2018,Support: Big Data,Su15063,Acceleration Transfer,Active,In Progress,"10,000",Stage 2
23636522,31/10/2019,Support: SQL Migrations,Su15064,Acceleration in Projects,Active,In Progress,"5,460",Stage 5
92828118,14/03/2019,Support: Deep learning,Su15065,phase projects,Inactive,In Progress,"1,000",Stage 1
70505960,31/03/2019,Support: SQL Migrations,Su15066,Acceleration in Projects,Inactive,In Progress,"3,000",Stage 0
72828522,30/09/2018,Support: Big Data,Su15067,Account set up,Active,In Progress,"5,000",Stage 0
14747127,31/05/2019,Support: Modern Data Warehouse,Su15068,Achieve Storage,Active,In Progress,"20,000",Stage 5
19797619,31/03/2018,Support: Big Data,Su15069,Account setup,Active,In Progress,"3,413",Stage 0
14343143,01/06/2019,Support: VMAs,Su15070,Client onboarding,Active,Blocked,"3,006",Stage 4
93939111,31/01/2018,Support: Modern Data Warehouse,Su15071,Managed disks migration,Inactive,Blocked,100,Stage 4
55252101,31/01/2018,Support: Big Data,Su15072,Client onboarding,Inactive,Completed,"5,000",Stage 4
72828522,28/02/2019,Support: Big Data,Su15073,Account set up,Inactive,Blocked,"10,000",Stage 2
98080522,29/11/2018,Support: Modern Data Warehouse,Su15074,Phase of Data Migration,Inactive,In Progress,"2,730",Stage 2
45555157,16/01/2019,Support: SQL Migrations,Su15075,Managed Instance,Inactive,Blocked,"1,340",Stage 2
55252101,31/05/2019,Support: Big Data,Su15076,Client onboarding,Active,In Progress,"10,000",Stage 4
81313144,28/06/2019,Support: Modern Data Warehouse,Su15077,default method for experimentation,Inactive,Completed,"6,825",Stage 0
72424520,28/02/2018,Support: Azure Databricks,Su15078,phase of migration,Active,Blocked,683,Stage 3
95353119,28/02/2018,Support: VMAs,Su15079,Acceleration in Projects,Active,In Progress,"1,346",Stage 5
54747520,14/01/2019,Support: Modern Data Warehouse,Su15080,Managed disks migration,Inactive,In Progress,"1,000",Stage 1
92323523,21/11/2018,Support: VMAs,Su15081,App production,Active,In Progress,"1,365",Stage 2
99696211,23/07/2019,Support: Cognitive Services,Su15082,Account setup,Active,In Progress,"2,000",Stage 0
28585106,28/06/2019,Support: Modern Data Warehouse,Su15083,Managed Disk implementation,Inactive,Completed,"13,650",Stage 4
70505960,30/06/2019,Support: SQL Migrations,Su15084,ACT Premium enabled,Active,In Progress,"1,000",Stage 4
2020106,12/08/2019,Support: Machine Learning,Su15085,Accuvate initial work,-,-,"1,000",Stage 4
93636603,25/12/2017,Support: Cognitive Services,Su15086,ACT Premium enabled,Active,In Progress,137,Stage 5
67676520,30/08/2019,Support: Modern Data Warehouse,Su15087,Acceleration Transfer,Inactive,Completed,"20,000",Stage 4
70202603,09/06/2019,Support: Big Data,Su15088,Acceleration in Projects,Inactive,In Progress,"2,730",Stage 2
72626521,08/04/2019,Support: Big Data,Su15089,Manufacturing Images,Active,Completed,"2,000",Stage 5
3838966,21/06/2019,Support: Modern Data Warehouse,Su15090,ACT Premium enabled,Active,In Progress,"1,250",Stage 1
30606604,31/01/2019,Support: VMAs,Su15091,Account setup,Inactive,In Progress,"1,500",Stage 4
7272963,30/06/2018,Support: SQL Migrations,Su15092,Managed Disks,Inactive,In Progress,819,Stage 5
16767845,08/02/2019,Support: EoT Edge,Su15093,Achieve Storage,Inactive,In Progress,"4,698",Stage 1
84949133,25/03/2019,Support: Analytics,Su15094,ACT Premium enabled,Active,In Progress,"1,365",Stage 5
57070137,01/04/2019,Support: Machine Learning,Su15095,App Migration,-,-,500,Stage 1
8686522,28/09/2018,Support: Cosmos DB,Su15096,Managed Service ,Active,In Progress,"5,500",Stage 2
56161110,26/04/2019,Support: SQL Migrations,Su15097,Acceleration in Projects,Active,In Progress,"5,000",Stage 5
66363165,30/03/2018,Support: Modern Data Warehouse,Su15098,default method for experimentation,Inactive,Completed,410,Stage 0
78989797,30/06/2019,Support: SQL Migrations,Su15099,Managed Disks,-,-,"1,000",Stage 3
55252101,25/05/2018,Support: Big Data,Su15100,Phase of Data Migration,Inactive,In Progress,"5,000",Stage 4
25555521,27/09/2019,Support: Modern Data Warehouse,Su15101,Account setup,Inactive,Completed,"13,650",Stage 3
98080522,06/12/2019,Support: SQL Migrations,Su15102,Client onboarding,Inactive,In Progress,"13,650",Stage 5
32626963,18/03/2019,Support: Modern Data Warehouse,Su15103,Managed Disks,Active,In Progress,"5,000",Stage 0
42525961,01/05/2019,Support: Modern Data Warehouse,Su15104,Access to All users,Inactive,In Progress,"1,365",Stage 2
70505960,05/01/2020,Support: SQL Migrations,Su15105,Managed Disk implementation,Inactive,Completed,"20,000",Stage 3
