Store Number,Service_Comp_Group,Fiscal_Month,Target
27575106,Services,"November, 2018",1590
27575106,Services,"December, 2018",1806
27575106,Services,"January, 2019",1987
27575106,Services,"February, 2019",1975
27575106,Services,"March, 2019",2406
27575106,Services,"April, 2019",2563
27575106,Services,"May, 2019",2915
27575106,Services,"June, 2019",3106
27575106,Support,"July, 2018",294
27575106,Support,"August, 2018",336
27575106,Support,"September, 2018",344
27575106,Support,"October, 2018",389
27575106,Support,"November, 2018",397
27575106,Support,"December, 2018",447
27575106,Support,"January, 2019",466
27575106,Support,"February, 2019",443
27575106,Support,"March, 2019",524
27575106,Support,"April, 2019",513
27575106,Support,"May, 2019",591
27575106,Support,"June, 2019",657
27575106,Products,"July, 2018",1204
27575106,Products,"August, 2018",1444
27575106,Products,"September, 2018",1440
27575106,Products,"October, 2018",1630
27575106,Products,"November, 2018",1596
27575106,Products,"December, 2018",1782
27575106,Products,"January, 2019",1753
27575106,Products,"February, 2019",1581
27575106,Products,"March, 2019",1802
27575106,Products,"April, 2019",1559
27575106,Products,"May, 2019",1831
27575106,Products,"June, 2019",2165
27575845,Services,"July, 2018",22212
27575845,Services,"August, 2018",24020
27575845,Services,"September, 2018",25354
27575845,Services,"October, 2018",11167
27575845,Services,"November, 2018",11167
27575845,Services,"December, 2018",11167
27575845,Services,"January, 2019",39135
27575845,Services,"February, 2019",42190
27575845,Services,"March, 2019",54684
27575845,Services,"April, 2019",58752
27575845,Services,"May, 2019",73523
27575845,Services,"June, 2019",78823
27575845,Support,"July, 2018",13080
27575845,Support,"August, 2018",14933
27575845,Support,"September, 2018",15294
27575845,Support,"October, 2018",5071
27575845,Support,"November, 2018",5071
27575845,Support,"December, 2018",5071
27575845,Support,"January, 2019",21267
27575845,Support,"February, 2019",22626
27575845,Support,"March, 2019",28976
27575845,Support,"April, 2019",30719
27575845,Support,"May, 2019",37959
27575845,Support,"June, 2019",40061
27575845,Products,"July, 2018",128162
27575845,Products,"August, 2018",147654
27575845,Products,"September, 2018",150468
27575845,Products,"October, 2018",47128
27575845,Products,"November, 2018",47128
27575845,Products,"December, 2018",47128
27575845,Products,"January, 2019",205354
27575845,Products,"February, 2019",217921
27575845,Products,"March, 2019",278431
27575845,Products,"April, 2019",294401
27575845,Products,"May, 2019",362853
27575845,Products,"June, 2019",381721
27777521,Services,"July, 2018",86
27777521,Services,"August, 2018",76
27777521,Services,"September, 2018",66
27777521,Services,"October, 2018",60
27777521,Services,"November, 2018",52
27777521,Services,"December, 2018",48
27777521,Services,"January, 2019",42
27777521,Services,"February, 2019",34
27777521,Services,"March, 2019",34
27777521,Services,"April, 2019",29
27777521,Services,"May, 2019",27
27777521,Services,"June, 2019",23
27777521,Support,"July, 2018",12
27777521,Support,"August, 2018",17
27777521,Support,"September, 2018",20
27777521,Support,"October, 2018",24
27777521,Support,"November, 2018",26
27777521,Support,"December, 2018",30
27777521,Support,"January, 2019",32
27777521,Support,"February, 2019",33
27777521,Support,"March, 2019",38
27777521,Support,"April, 2019",39
27777521,Support,"May, 2019",44
27777521,Support,"June, 2019",49
27777521,Products,"July, 2018",56
27777521,Products,"August, 2018",77
27777521,Products,"September, 2018",89
27777521,Products,"October, 2018",108
27777521,Products,"November, 2018",118
27777521,Products,"December, 2018",137
27777521,Products,"January, 2019",148
27777521,Products,"February, 2019",151
27777521,Products,"March, 2019",174
27777521,Products,"April, 2019",177
27777521,Products,"May, 2019",201
27777521,Products,"June, 2019",223
27979953,Services,"July, 2018",275
27979953,Services,"August, 2018",303
27979953,Services,"September, 2018",312
27979953,Services,"October, 2018",342
27979953,Services,"November, 2018",350
27979953,Services,"December, 2018",383
27979953,Services,"January, 2019",397
27979953,Services,"February, 2019",389
27979953,Services,"March, 2019",439
27979953,Services,"April, 2019",437
27979953,Services,"May, 2019",485
27979953,Services,"June, 2019",526
27979953,Support,"July, 2018",126
27979953,Support,"August, 2018",139
27979953,Support,"September, 2018",143
27979953,Support,"October, 2018",157
27979953,Support,"November, 2018",161
27979953,Support,"December, 2018",175
27979953,Support,"January, 2019",182
27979953,Support,"February, 2019",178
27979953,Support,"March, 2019",201
27979953,Support,"April, 2019",200
27979953,Support,"May, 2019",223
27979953,Support,"June, 2019",241
27979953,Products,"July, 2018",799
27979953,Products,"August, 2018",879
27979953,Products,"September, 2018",904
27979953,Products,"October, 2018",991
27979953,Products,"November, 2018",1015
27979953,Products,"December, 2018",1109
27979953,Products,"January, 2019",1153
27979953,Products,"February, 2019",1128
27979953,Products,"March, 2019",1272
27979953,Products,"April, 2019",1267
27979953,Products,"May, 2019",1407
27979953,Products,"June, 2019",1526
28282143,Services,"July, 2018",58699
28282143,Services,"August, 2018",63479
28282143,Services,"September, 2018",67003
28282143,Services,"October, 2018",29512
28282143,Services,"November, 2018",29512
28282143,Services,"December, 2018",29512
28282143,Services,"January, 2019",103424
28282143,Services,"February, 2019",111496
28282143,Services,"March, 2019",144515
28282143,Services,"April, 2019",155266
28282143,Services,"May, 2019",194302
28282143,Services,"June, 2019",208308
28282143,Support,"July, 2018",21674
28282143,Support,"August, 2018",24744
28282143,Support,"September, 2018",25342
28282143,Support,"October, 2018",8402
28282143,Support,"November, 2018",8402
28282143,Support,"December, 2018",8402
28282143,Support,"January, 2019",35828
28282143,Support,"February, 2019",38079
28282143,Support,"March, 2019",48602
28282143,Support,"April, 2019",43898
28282143,Support,"May, 2019",54125
28282143,Support,"June, 2019",57095
28282143,Products,"July, 2018",91747
28282143,Products,"August, 2018",108277
28282143,Products,"September, 2018",108903
28282143,Products,"October, 2018",28811
28282143,Products,"November, 2018",28811
28282143,Products,"December, 2018",28811
28282143,Products,"January, 2019",143499
28282143,Products,"February, 2019",151055
28282143,Products,"March, 2019",191076
28282143,Products,"April, 2019",170829
28282143,Products,"May, 2019",208535
28282143,Products,"June, 2019",217208
28585106,Services,"July, 2018",13559
28585106,Services,"August, 2018",14477
28585106,Services,"September, 2018",15022
28585106,Services,"October, 2018",16679
28585106,Services,"November, 2018",17362
28585106,Services,"December, 2018",19310
28585106,Services,"January, 2019",20793
28585106,Services,"February, 2019",20223
28585106,Services,"March, 2019",24110
28585106,Services,"April, 2019",25124
28585106,Services,"May, 2019",27957
28585106,Services,"June, 2019",29134
28585106,Support,"July, 2018",11297
28585106,Support,"August, 2018",12897
28585106,Support,"September, 2018",13209
28585106,Support,"October, 2018",14954
28585106,Support,"November, 2018",15236
28585106,Support,"December, 2018",17157
28585106,Support,"January, 2019",17884
28585106,Support,"February, 2019",17006
28585106,Support,"March, 2019",20126
28585106,Support,"April, 2019",19715
28585106,Support,"May, 2019",22700
28585106,Support,"June, 2019",25210
28585106,Products,"July, 2018",192240
28585106,Products,"August, 2018",220472
28585106,Products,"September, 2018",225604
28585106,Products,"October, 2018",255728
28585106,Products,"November, 2018",260187
28585106,Products,"December, 2018",293241
28585106,Products,"January, 2019",304997
28585106,Products,"February, 2019",289570
28585106,Products,"March, 2019",342516
28585106,Products,"April, 2019",334023
28585106,Products,"May, 2019",385571
28585106,Products,"June, 2019",430115
28686156,Services,"July, 2018",3038
28686156,Services,"August, 2018",3243
28686156,Services,"September, 2018",3366
28686156,Services,"October, 2018",3737
28686156,Services,"November, 2018",3890
28686156,Services,"December, 2018",4326
28686156,Services,"January, 2019",4658
28686156,Services,"February, 2019",4531
28686156,Services,"March, 2019",5402
28686156,Services,"April, 2019",5629
28686156,Services,"May, 2019",6263
28686156,Services,"June, 2019",6527
28686156,Support,"July, 2018",1050
28686156,Support,"August, 2018",1199
28686156,Support,"September, 2018",1228
28686156,Support,"October, 2018",1390
28686156,Support,"November, 2018",1416
28686156,Support,"December, 2018",1594
28686156,Support,"January, 2019",1662
28686156,Support,"February, 2019",1580
28686156,Support,"March, 2019",1870
28686156,Support,"April, 2019",1832
28686156,Support,"May, 2019",2110
28686156,Support,"June, 2019",2343
28686156,Products,"July, 2018",30284
28686156,Products,"August, 2018",34798
28686156,Products,"September, 2018",35596
28686156,Products,"October, 2018",40370
28686156,Products,"November, 2018",41050
28686156,Products,"December, 2018",46281
28686156,Products,"January, 2019",48092
28686156,Products,"February, 2019",45630
28686156,Products,"March, 2019",53961
28686156,Products,"April, 2019",52523
28686156,Products,"May, 2019",60693
28686156,Products,"June, 2019",67832
28787619,Services,"July, 2018",297
28787619,Services,"August, 2018",317
28787619,Services,"September, 2018",329
28787619,Services,"October, 2018",365
28787619,Services,"November, 2018",380
28787619,Services,"December, 2018",422
28787619,Services,"January, 2019",455
28787619,Services,"February, 2019",442
28787619,Services,"March, 2019",527
28787619,Services,"April, 2019",550
28787619,Services,"May, 2019",612
28787619,Services,"June, 2019",637
28787619,Support,"July, 2018",298
28787619,Support,"August, 2018",340
28787619,Support,"September, 2018",348
28787619,Support,"October, 2018",394
28787619,Support,"November, 2018",402
28787619,Support,"December, 2018",452
28787619,Support,"January, 2019",471
28787619,Support,"February, 2019",448
28787619,Support,"March, 2019",531
28787619,Support,"April, 2019",520
28787619,Support,"May, 2019",598
28787619,Support,"June, 2019",665
28787619,Products,"July, 2018",1280
28787619,Products,"August, 2018",1483
28787619,Products,"September, 2018",1515
28787619,Products,"October, 2018",1722
28787619,Products,"November, 2018",1747
28787619,Products,"December, 2018",1972
28787619,Products,"January, 2019",2041
28787619,Products,"February, 2019",1931
28787619,Products,"March, 2019",2282
28787619,Products,"April, 2019",2202
28787619,Products,"May, 2019",2557
28787619,Products,"June, 2019",2881
28888143,Services,"July, 2018",788
28888143,Services,"August, 2018",868
28888143,Services,"September, 2018",893
28888143,Services,"October, 2018",978
28888143,Services,"November, 2018",1002
28888143,Services,"December, 2018",1095
28888143,Services,"January, 2019",1138
28888143,Services,"February, 2019",1113
28888143,Services,"March, 2019",1256
28888143,Services,"April, 2019",1251
28888143,Services,"May, 2019",1389
28888143,Services,"June, 2019",1506
28888143,Support,"July, 2018",362
28888143,Support,"August, 2018",398
28888143,Support,"September, 2018",410
28888143,Support,"October, 2018",449
28888143,Support,"November, 2018",460
28888143,Support,"December, 2018",502
28888143,Support,"January, 2019",522
28888143,Support,"February, 2019",511
28888143,Support,"March, 2019",576
28888143,Support,"April, 2019",574
28888143,Support,"May, 2019",637
28888143,Support,"June, 2019",691
28888143,Products,"July, 2018",2286
28888143,Products,"August, 2018",2516
28888143,Products,"September, 2018",2590
28888143,Products,"October, 2018",2837
28888143,Products,"November, 2018",2907
28888143,Products,"December, 2018",3176
28888143,Products,"January, 2019",3300
28888143,Products,"February, 2019",3228
28888143,Products,"March, 2019",3643
28888143,Products,"April, 2019",3628
28888143,Products,"May, 2019",4027
28888143,Products,"June, 2019",4368
29494815,Services,"July, 2018",83
29494815,Services,"August, 2018",74
29494815,Services,"September, 2018",64
29494815,Services,"October, 2018",58
29494815,Services,"November, 2018",50
29494815,Services,"December, 2018",46
29494815,Services,"January, 2019",41
29494815,Services,"February, 2019",33
29494815,Services,"March, 2019",33
29494815,Services,"April, 2019",28
29494815,Services,"May, 2019",26
29494815,Services,"June, 2019",22
29494815,Support,"July, 2018",12
29494815,Support,"August, 2018",16
29494815,Support,"September, 2018",19
29494815,Support,"October, 2018",23
29494815,Support,"November, 2018",25
29494815,Support,"December, 2018",29
29494815,Support,"January, 2019",31
29494815,Support,"February, 2019",32
29494815,Support,"March, 2019",37
29494815,Support,"April, 2019",38
29494815,Support,"May, 2019",43
29494815,Support,"June, 2019",47
29494815,Products,"July, 2018",54
29494815,Products,"August, 2018",74
29494815,Products,"September, 2018",87
29494815,Products,"October, 2018",104
29494815,Products,"November, 2018",115
29494815,Products,"December, 2018",132
29494815,Products,"January, 2019",143
29494815,Products,"February, 2019",146
29494815,Products,"March, 2019",169
29494815,Products,"April, 2019",172
29494815,Products,"May, 2019",195
29494815,Products,"June, 2019",216
29595212,Services,"July, 2018",297
29595212,Services,"August, 2018",317
29595212,Services,"September, 2018",329
29595212,Services,"October, 2018",365
29595212,Services,"November, 2018",380
